tanggal_lengkap,pm10,pm25,so2,co,o3,no2,parameter_kritis,stasiun_0,stasiun_DKI1 Bunderan HI,stasiun_DKI2 Kelapa Gading,stasiun_DKI3 Jagakarsa,stasiun_DKI4 Lubang Buaya,stasiun_DKI5 Kebon Jeruk Jakarta Barat,kategori_BAIK,kategori_SANGAT TIDAK SEHAT,kategori_SEDANG,kategori_TIDAK ADA DATA,kategori_TIDAK SEHAT,jam,hari_dalam_minggu,nomor_bulan,musim
4/2/2024,67,97,14,28,28,62,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/2/2024,67,97,14,28,28,62,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/3/2024,62,78,13,25,24,52,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,4,2
4/3/2024,62,78,13,25,24,52,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,4,2
4/4/2024,48,63,12,30,24,51,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,4,2
4/4/2024,48,63,12,30,24,51,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,4,2
4/5/2024,67,102,13,34,26,58,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4,4,2
4/5/2024,67,102,13,34,26,58,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4,4,2
4/6/2024,58,83,15,28,29,39,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,4,2
4/6/2024,58,83,15,28,29,39,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,4,2
4/7/2024,48,68,12,22,36,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,4,2
4/7/2024,48,68,12,22,36,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,4,2
4/8/2024,50,65,13,19,44,31,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,4,2
4/8/2024,50,65,13,19,44,31,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,4,2
4/9/2024,40,62,15,20,34,24,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/9/2024,40,62,15,20,34,24,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/10/2024,55,76,14,26,37,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,4,2
4/10/2024,55,76,14,26,37,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,4,2
4/11/2024,40,54,10,18,31,26,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,4,2
4/11/2024,40,54,10,18,31,26,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,4,2
4/12/2024,24,45,9,15,30,24,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,4,2
4/12/2024,24,45,9,15,30,24,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,4,2
4/13/2024,33,53,10,20,31,29,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,4,2
4/13/2024,33,53,10,20,31,29,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,4,2
4/14/2024,27,47,9,17,34,23,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,4,2
4/14/2024,27,47,9,17,34,23,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,4,2
4/15/2024,27,46,9,19,27,25,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,4,2
4/15/2024,27,46,9,19,27,25,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,4,2
4/16/2024,32,52,13,17,25,20,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/16/2024,32,52,13,17,25,20,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/17/2024,46,69,12,21,35,32,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,4,2
4/17/2024,46,69,12,21,35,32,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,4,2
4/18/2024,44,60,11,24,33,37,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,4,2
4/18/2024,44,60,11,24,33,37,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,4,2
4/19/2024,41,60,14,21,25,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,4,2
4/19/2024,41,60,14,21,25,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,4,2
4/20/2024,57,77,20,22,24,33,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,4,2
4/20/2024,57,77,20,22,24,33,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,4,2
4/21/2024,40,52,13,18,24,25,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,4,2
4/21/2024,40,52,13,18,24,25,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,4,2
4/22/2024,53,71,13,22,23,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,4,2
4/22/2024,53,71,13,22,23,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,4,2
4/23/2024,52,70,14,25,17,41,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/23/2024,52,70,14,25,17,41,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/24/2024,50,71,13,25,22,49,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,4,2
4/24/2024,50,71,13,25,22,49,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,4,2
4/25/2024,52,69,11,23,31,51,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,4,2
4/25/2024,52,69,11,23,31,51,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,4,2
4/26/2024,41,58,13,19,26,35,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,4,2
4/26/2024,41,58,13,19,26,35,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,4,2
4/27/2024,53,73,19,22,20,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,4,2
4/27/2024,53,73,19,22,20,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,4,2
4/28/2024,51,74,13,25,28,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,4,2
4/28/2024,51,74,13,25,28,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,4,2
4/29/2024,50,65,13,17,28,28,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,4,2
4/29/2024,50,65,13,17,28,28,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,4,2
4/30/2024,53,70,16,18,27,33,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
4/30/2024,53,70,16,18,27,33,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,4,2
5/1/2024,47,63,15,19,26,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/1/2024,47,63,15,19,26,34,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/2/2024,54,75,14,18,27,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/2/2024,54,75,14,18,27,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/3/2024,58,85,13,24,30,43,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,2
5/3/2024,58,85,13,24,30,43,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,2
5/4/2024,62,87,14,24,25,50,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/4/2024,62,87,14,24,25,50,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/5/2024,60,88,14,27,22,47,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/5/2024,60,88,14,27,22,47,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/6/2024,59,82,15,18,26,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,5,2
5/6/2024,59,82,15,18,26,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,5,2
5/7/2024,64,92,16,20,23,42,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
5/7/2024,64,92,16,20,23,42,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
5/8/2024,63,87,19,18,20,47,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/8/2024,63,87,19,18,20,47,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/9/2024,62,93,16,18,22,44,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/9/2024,62,93,16,18,22,44,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/10/2024,56,84,19,12,30,27,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,2
5/10/2024,56,84,19,12,30,27,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,2
5/11/2024,52,74,18,11,28,27,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/11/2024,52,74,18,11,28,27,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/12/2024,53,75,18,10,28,27,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/12/2024,53,75,18,10,28,27,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/13/2024,52,64,16,8,25,25,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,5,2
5/13/2024,52,64,16,8,25,25,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,5,2
5/14/2024,61,85,18,10,28,39,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
5/14/2024,61,85,18,10,28,39,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
5/15/2024,62,78,14,20,26,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/15/2024,62,78,14,20,26,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/16/2024,65,98,19,17,28,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/16/2024,65,98,19,17,28,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/17/2024,64,86,17,17,21,39,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,2
5/17/2024,64,86,17,17,21,39,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,2
5/18/2024,67,97,18,20,18,48,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/18/2024,67,97,18,20,18,48,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/19/2024,63,92,15,17,25,36,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/19/2024,63,92,15,17,25,36,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/20/2024,65,91,17,15,26,32,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,5,2
5/20/2024,65,91,17,15,26,32,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,5,2
5/21/2024,62,97,25,14,23,45,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
5/21/2024,62,97,25,14,23,45,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
5/22/2024,65,92,20,12,24,37,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/22/2024,65,92,20,12,24,37,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/23/2024,59,78,20,11,22,32,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/23/2024,59,78,20,11,22,32,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/24/2024,60,74,16,13,19,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,2
5/24/2024,60,74,16,13,19,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,2
5/25/2024,39,53,12,15,16,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/25/2024,39,53,12,15,16,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,5,2
5/26/2024,61,82,26,21,19,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/26/2024,61,82,26,21,19,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,5,2
5/27/2024,64,92,22,15,25,39,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,5,2
5/27/2024,64,92,22,15,25,39,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,5,2
5/28/2024,67,100,18,14,29,42,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
5/28/2024,67,100,18,14,29,42,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,5,2
5/29/2024,64,86,19,10,32,36,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/29/2024,64,86,19,10,32,36,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,5,2
5/30/2024,59,85,19,8,29,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/30/2024,59,85,19,8,29,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,5,2
5/31/2024,70,101,17,10,27,44,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4,5,2
5/31/2024,70,101,17,10,27,44,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4,5,2
6/1/2024,73,102,16,8,22,48,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5,6,3
6/1/2024,73,102,16,8,22,48,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5,6,3
6/2/2024,67,95,14,5,24,45,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,6,3
6/2/2024,67,95,14,5,24,45,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,6,3
6/3/2024,50,61,11,5,24,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,6,3
6/3/2024,50,61,11,5,24,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,6,3
6/4/2024,58,76,14,5,26,44,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,6,3
6/4/2024,58,76,14,5,26,44,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,6,3
6/5/2024,63,88,17,6,27,51,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,6,3
6/5/2024,63,88,17,6,27,51,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,6,3
6/6/2024,55,77,16,5,16,42,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,6,3
6/6/2024,55,77,16,5,16,42,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,6,3
6/7/2024,58,82,16,5,24,41,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,6,3
6/7/2024,58,82,16,5,24,41,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,6,3
6/8/2024,62,88,16,25,22,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,6,3
6/8/2024,62,88,16,25,22,40,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,6,3
6/9/2024,63,87,18,23,27,32,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,6,3
6/9/2024,63,87,18,23,27,32,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,6,3
6/10/2024,69,99,14,34,19,50,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,6,3
6/10/2024,69,99,14,34,19,50,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,6,3
6/11/2024,60,79,18,26,31,37,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,6,3
6/11/2024,60,79,18,26,31,37,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,6,3
6/12/2024,58,76,12,35,26,51,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,6,3
6/12/2024,58,76,12,35,26,51,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,6,3
6/13/2024,49,61,16,30,21,36,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,6,3
6/13/2024,49,61,16,30,21,36,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,6,3
6/14/2024,52,66,18,25,23,33,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,6,3
6/14/2024,52,66,18,25,23,33,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,6,3
6/15/2024,50,69,14,28,33,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,6,3
6/15/2024,50,69,14,28,33,38,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,5,6,3
6/16/2024,54,73,9,26,41,42,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,6,3
6/16/2024,54,73,9,26,41,42,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,6,3
6/17/2024,53,72,11,27,32,32,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,6,3
6/17/2024,53,72,11,27,32,32,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,6,3
6/18/2024,63,98,13,24,33,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,6,3
6/18/2024,63,98,13,24,33,30,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,6,3
6/19/2024,67,93,15,30,27,46,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,6,3
6/19/2024,67,93,15,30,27,46,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,6,3
6/20/2024,62,87,16,25,24,37,PM25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3,6,3
